Unnamed: 0,LotArea,OverallQual,YearRemodAdd,ExterQual,KitchenQual,Fireplaces,GarageCars,MiscVal,TotSq,OutSq,TotBr,BsmtFinish,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,Foundation,BsmtExposure,CentralAir,Electrical,Functional,GarageType,GarageFinish,PavedDrive,MiscFeature,SaleType,SaleCondition
-1.6380100551852748,-1.5221145184738536,0.6365541577107828,1.0059110372466757,1.0224679147477846,0.7360795860640122,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.9314734994437311,-0.07824491830468211,1.5257423384093791,2.5243148462441134,1,1,2,3,3,0,4,0,21,2,2,3,4,2,3,1,3,6,5,2,2,1,8,4
-1.6356388141781004,-1.5221145184738536,-0.06705685020159388,1.0059110372466757,1.0224679147477846,0.7360795860640122,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.8856718832527564,-0.11493093288811856,1.5257423384093791,0.8800467862524461,1,1,2,3,3,0,4,0,21,2,2,3,4,2,3,1,3,6,5,2,2,1,8,4
-1.6332675731709259,-1.4300557065518178,-0.06705685020159388,0.768400163892277,1.0224679147477846,0.7360795860640122,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.33605248896105944,-0.9342519252515328,1.5257423384093791,0.8800467862524461,1,1,1,3,3,0,0,0,21,2,2,4,4,2,3,1,3,6,5,3,2,1,8,4
-1.6308963321637515,-1.5518858315036863,0.6365541577107828,0.9109066879049164,1.0224679147477846,0.7360795860640122,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-1.1732042515627645,-0.8241938815012234,0.3224335660690844,0.8800467862524461,1,1,1,0,3,0,2,0,21,2,2,4,4,2,3,1,3,6,1,2,2,1,8,4
-1.628525091156577,0.6545696377285948,1.3401651656231597,1.2434219106010747,1.0224679147477846,0.7360795860640122,0.6428000427512665,1.584590439712227,-0.09079330590855192,0.671583067240385,2.3919467303133723,0.3224335660690844,0.8800467862524461,1,1,2,0,3,0,4,0,21,2,2,0,2,2,3,1,3,6,1,2,2,1,6,5
-1.6261538501494026,-0.501232968833846,1.3401651656231597,0.768400163892277,1.0224679147477846,0.7360795860640122,0.6428000427512665,0.29627659540941703,-0.09079330590855192,0.3700557606498012,1.7071411247558919,1.5257423384093791,0.8800467862524461,1,1,1,0,3,0,4,0,21,2,2,0,4,2,3,1,3,6,1,2,2,1,8,4
-1.623782609142228,-0.3701125050641574,0.6365541577107828,0.8634045132340366,1.0224679147477846,0.7360795860640122,0.6428000427512665,0.29627659540941703,-0.09079330590855192,0.5748907663927716,1.4014243365605883,0.9240879522392318,0.8800467862524461,1,1,1,3,3,0,4,0,21,2,2,0,2,2,3,1,3,6,1,2,2,1,8,4
-1.6214113681350535,0.148457316221439,-0.06705685020159388,-0.7991716002467552,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,1.4323988028571322,-0.6652211516396654,0.9240879522392318,0.8800467862524461,3,1,1,0,3,0,4,0,14,2,2,0,2,1,3,1,3,6,1,2,2,1,8,4
-1.6190401271278791,0.21919057767529684,-0.06705685020159388,0.4358849411961187,-0.6891315541016856,0.7360795860640122,0.6428000427512665,0.29627659540941703,-0.09079330590855192,1.5812540554778,0.43535928586342826,1.5257423384093791,0.8800467862524461,3,1,1,3,3,0,4,0,14,2,2,0,4,2,2,1,3,6,1,3,2,1,8,4
-1.6166688861207046,1.9180557169521326,-0.06705685020159388,-0.27664767886707775,-0.6891315541016856,-0.7779022898176491,0.6428000427512665,0.29627659540941703,-0.09079330590855192,0.741557758643263,-0.708021501987008,1.5257423384093791,0.8800467862524461,3,1,1,0,3,0,4,0,14,2,2,0,0,2,2,1,3,6,1,2,2,1,8,4
-1.6142976451135302,-0.032282002597970795,-0.06705685020159388,-0.6091629015632362,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.21900391425079063,-0.6529924801118533,-0.27922082010106297,0.4689797712545293,3,1,1,3,3,0,4,0,14,2,2,0,4,1,3,1,3,6,1,2,2,1,8,4
-1.6119264041063557,-0.032282002597970795,-0.7706678581139706,-0.846673774917635,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.08668813414353026,0.23970054141843383,0.3224335660690844,-0.35315425874130435,3,1,1,3,3,0,4,0,12,2,2,0,2,1,3,1,3,6,1,2,2,1,8,4
-1.6095551630991811,0.031061216614439186,-0.7706678581139706,-0.846673774917635,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.14521242149866465,-0.39619037802779805,-0.27922082010106297,0.05791275625661246,3,1,1,3,3,0,0,0,12,2,2,0,2,2,3,1,3,6,1,2,2,1,3,4
-1.6071839220920068,-0.015390477474661466,-0.7706678581139706,-0.7991716002467552,-0.6891315541016856,0.7360795860640122,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,0.6206923825837464,0.36198725669655535,0.9240879522392318,0.05791275625661246,3,1,1,3,3,0,4,0,12,2,2,0,2,1,3,1,3,6,1,2,2,1,8,4
-1.6048126810848322,0.1788620614433958,-0.06705685020159388,-0.9416781242593945,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.28516180430442084,-0.07824491830468211,-0.27922082010106297,-1.175288288737138,3,1,2,0,3,0,4,0,12,2,2,0,6,1,3,1,3,6,1,3,2,1,0,3
-1.6024414400776579,0.740505271793431,-0.7706678581139706,0.8159023385631567,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-2.280351093196203,-0.09079330590855192,1.1754008453411071,-1.129910669696527,2.1273967245795267,0.05791275625661246,3,1,1,0,3,0,4,0,12,2,2,2,2,1,3,1,3,6,6,1,2,1,7,0
-1.6000701990704833,-0.006100138656841335,-0.7706678581139706,0.8634045132340366,1.0224679147477846,-0.7779022898176491,2.188937022657967,0.29627659540941703,-0.09079330590855192,1.359879577221422,-1.129910669696527,-0.27922082010106297,-0.7642212737392212,3,1,1,3,3,0,4,0,12,2,2,0,0,1,3,1,3,3,5,3,2,1,8,4
-1.597698958063309,1.606195934363034,-0.06705685020159388,-1.6067085696517112,-0.6891315541016856,-0.7779022898176491,0.6428000427512665,0.29627659540941703,-0.09079330590855192,-0.24699379081194187,-0.21276030511061578,-0.27922082010106297,-0.35315425874130435,3,1,1,3,3,0,0,0,12,0,2,0,0,1,3,1,3,6,1,3,2,1,8,4
-1.5953277170561344,0.3435544313956618,-0.06705685020159388,1.148417561259315,-0.6891315541016856,0.7360795860640122,0.6428000427512665,-0.9920372488933931,2.2818026784673853,-0.41238851594601733,0.3253012421131189,-0.27922082010106297,0.8800467862524461,3,1,1,0,3,0,4,0,12,2,2,0,5,1,1,1,3,6,1,3,2,3,8,4
-1.5929564760489598,-0.3137370399651125,-0.7706678581139706,-1.226691172284673,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,0.8598786004699478,-0.873108567612472,-0.27922082010106297,-1.175288288737138,3,1,1,3,3,0,0,0,12,1,2,2,2,1,3,1,3,6,1,3,2,1,8,4
-1.5905852350417855,-0.3285171244480081,0.6365541577107828,1.195919735930195,1.0224679147477846,0.7360795860640122,-0.9033369371554343,0.29627659540941703,0.3837258909666355,0.5443563555987885,0.8572484535729475,0.9240879522392318,0.8800467862524461,3,1,1,3,3,0,4,0,12,2,2,0,2,2,3,1,3,6,1,2,2,3,8,4
-1.588213994034611,-0.359555301862089,-0.7706678581139706,-1.1791889976137933,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.31315168086557205,-1.129910669696527,-0.27922082010106297,0.8800467862524461,3,1,1,0,3,0,4,0,12,2,2,0,2,1,3,1,3,6,1,2,2,1,8,4
-1.5858427530274366,0.20525506944856664,-0.7706678581139706,-1.1791889976137933,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.15284602419716045,-1.0015096186544996,-1.4825295924413577,-0.35315425874130435,3,1,1,0,3,0,4,0,12,2,2,0,2,1,3,1,3,6,1,2,2,1,8,4
-1.583471512020262,0.058932233067899575,-0.06705685020159388,-1.1791889976137933,-0.6891315541016856,-0.7779022898176491,2.188937022657967,0.29627659540941703,-0.09079330590855192,0.3713280277662172,0.01958445391781511,0.3224335660690844,-0.35315425874130435,3,1,1,3,3,0,4,0,12,2,2,0,2,1,3,1,3,6,1,3,2,1,8,4
-1.5811002710130875,-0.2894554726003553,-1.4742788660263473,-1.3216955216264326,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.46200693348624,-1.129910669696527,-1.4825295924413577,-1.175288288737138,3,1,1,3,3,0,4,0,12,2,2,0,0,1,3,1,0,6,1,3,2,1,8,4
-1.5787290300059131,0.25276248385787414,-0.7706678581139706,-1.5117042203099516,-0.6891315541016856,-2.2918841656993103,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.7686233085424876,-1.129910669696527,-0.8808752062712103,0.05791275625661246,3,1,1,3,3,0,4,0,12,2,2,0,2,1,3,1,3,6,5,3,2,1,8,4
-1.5763577889987386,0.24114956033559895,-0.7706678581139706,-1.3691976962973123,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.7482670346798321,0.1235281619042184,-1.4825295924413577,-0.35315425874130435,3,1,1,3,3,0,0,0,12,2,2,0,2,1,3,1,3,6,1,3,2,1,8,4
-1.5739865479915642,0.8095493807349579,-0.7706678581139706,-1.226691172284673,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.7075544869545213,-1.129910669696527,-0.27922082010106297,-0.35315425874130435,3,1,1,3,3,0,4,0,12,2,2,1,2,1,0,1,3,6,1,3,2,1,8,0
-1.5716153069843897,-0.39164919959637673,-1.4742788660263473,0.48338711586699845,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-1.2355453402671468,-1.129910669696527,-0.8808752062712103,-1.175288288737138,3,1,1,3,3,0,0,0,12,2,2,0,2,0,3,1,3,6,5,3,0,1,8,4
-1.5692440659772153,-0.3565992849655099,-0.06705685020159388,0.958408862575796,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.6261293915038995,1.4014243365605883,-0.27922082010106297,1.291113801250363,3,1,1,3,3,0,4,0,12,0,2,0,0,1,3,1,3,6,5,3,2,1,8,4
-1.5668728249700408,-0.44718008843925616,-0.7706678581139706,-1.1316868229429136,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,-0.23172658541495028,-1.129910669696527,-0.8808752062712103,0.05791275625661246,3,1,1,0,3,0,0,0,12,2,2,0,2,1,3,1,3,6,5,2,2,1,8,4
-1.5645015839628662,0.0015010476486478621,-0.06705685020159388,0.00836536915820081,-0.6891315541016856,-0.7779022898176491,0.6428000427512665,0.29627659540941703,-0.09079330590855192,0.3280709458080744,5.0455684518486095,-0.27922082010106297,0.4689797712545293,3,1,1,3,3,0,4,1,12,2,2,0,2,1,1,1,3,2,1,2,2,1,8,4
-1.5621303429556919,-1.0457735099965304,-1.4742788660263473,-1.4166998709681922,-0.6891315541016856,-0.7779022898176491,2.188937022657967,-0.9920372488933931,-0.09079330590855192,0.02654363921749064,-0.6163064655284168,-0.27922082010106297,0.4689797712545293,4,1,1,3,3,0,0,0,17,2,2,0,0,2,3,1,3,3,2,3,2,1,0,0
-1.5597591019485173,-1.112283890169561,-0.7706678581139706,-1.6067085696517112,-0.6891315541016856,-0.7779022898176491,0.6428000427512665,-2.280351093196203,-0.09079330590855192,-0.8398702670617816,0.0073557823900029596,-0.27922082010106297,0.05791275625661246,4,1,0,3,3,0,4,0,17,0,2,0,2,2,3,1,3,6,6,1,1,1,8,4
-1.557387860941343,-0.833573725634957,-0.7706678581139706,-1.2741933469555529,-0.6891315541016856,0.7360795860640122,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,0.2059333026321417,-1.129910669696527,0.3224335660690844,0.8800467862524461,4,1,0,3,0,0,4,1,17,2,2,0,2,1,2,1,3,6,5,3,2,1,8,4
-1.5550166199341684,-0.6023709755096607,-0.06705685020159388,0.768400163892277,-0.6891315541016856,-2.2918841656993103,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.5777832410800928,-1.129910669696527,-1.4825295924413577,-1.175288288737138,4,1,1,3,3,0,0,0,17,2,2,0,0,2,3,1,3,6,5,3,0,1,8,4
-1.5526453789269938,0.4430032855591454,-0.7706678581139706,1.195919735930195,-0.6891315541016856,0.7360795860640122,0.6428000427512665,-0.9920372488933931,-0.09079330590855192,0.16267622067399892,0.251929212946246,-1.4825295924413577,0.05791275625661246,4,1,1,3,3,0,4,0,17,0,2,0,0,0,3,1,3,6,5,3,2,1,8,4
-1.5502741379198195,-0.31964907375827073,-0.7706678581139706,-1.036682473601154,-0.6891315541016856,-0.7779022898176491,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.3551364957072989,0.9122774754481022,-1.4825295924413577,-0.35315425874130435,4,1,1,3,3,0,4,0,17,0,2,0,0,0,3,1,3,6,5,3,2,1,8,4
-1.547902896912645,-0.020457935011654264,-2.881500881851101,-0.6566650762341159,-0.6891315541016856,-0.7779022898176491,0.6428000427512665,0.29627659540941703,-0.09079330590855192,-1.300430963204361,-1.129910669696527,-1.4825295924413577,-1.175288288737138,4,1,1,3,3,0,4,0,17,2,2,0,2,0,3,0,3,6,5,3,0,1,8,0
-1.5455316559054706,-0.032282002597970795,1.3401651656231597,0.9109066879049164,1.0224679147477846,0.7360795860640122,-0.9033369371554343,-0.9920372488933931,-0.09079330590855192,-0.045975586418219375,2.0984586136458807,-0.27922082010106297,-1.175288288737138,4,1,0,3,3,0,0,0,17,2,2,0,4,0,3,0,3,6,5,3,2,1,8,0
-1.543160414898296,-0.15896844102279076,1.3401651656231597,0.8634045132340366,1.0224679147477846,0.7360795860640122,-0.9033369371554343,0.29627659540941703,-0.09079330590855192,0.10415193331886452,-0.46956240719467096,0.9240879522392318,-1.175288288737138,4,1,0,3,3,0,4,0,17,2,2,0,4,4,3,1,3,6,5,3,0,1,8,4
